,,,,,,,,Zorina,
,,,,,,,,Zhorah,
,,,,,,,,Agafa,
,,,,,,,,Agap,
,,,,,,,,Agafiya,
,,,,,,,,Agapit,
,,,,,,,,Agafokliya,
,,,,,,,,Ardas,
,,,,,,,,Agapiya,
,,,,,,,,Arhip,
,,,,,,,,Aglaya,
,,,,,,,,Avram,
,,,,,,,,Agrafena,
,,,,,,,,Bogatyr,
,,,,,,,,Alesya,
,,,,,,,,Borislav,
,,,,,,,,Alexandrite,
,,,,,,,,Brends,
,,,,,,,,Anitchka,
,,,,,,,,Burian,
,,,,,,,,Antoniya,
,,,,,,,,Damyon,
,,,,,,,,Anzhela,
,,,,,,,,Deniskov,
,,,,,,,,Aviafa,
,,,,,,,,Dobromir,
,,,,,,,,Avlida,
,,,,,,,,Dobrynya,
,,,,,,,,Biserka,
,,,,,,,,Dusan,
,,,,,,,,Bogdana,
,,,,,,,,Edik,
,,,,,,,,Bohdana,
,,,,,,,,Efrosin,
,,,,,,,,Bonifatsiya,
,,,,,,,,Emelian,
,,,,,,,,Dafna,
,,,,,,,,Eremey,
,,,,,,,,Domna,
,,,,,,,,Ermil,
,,,,,,,,Doroteya,
,,,,,,,,Evstafiy,
,,,,,,,,Dusana,
,,,,,,,,Evstigney,
,,,,,,,,Dusica,
,,,,,,,,Feodosiy,
,,,,,,,,Esfir,
,,,,,,,,Fredek,
,,,,,,,,Eudokia,
,,,,,,,,Garald,
,,,,,,,,Evfrosinya,
,,,,,,,,Garold,
,,,,,,,,Evlampiya,
,,,,,,,,Garolds,
,,,,,,,,Evpraksiya,
,,,,,,,,Gasha,
,,,,,,,,Feodora,
,,,,,,,,Gashka,
,,,,,,,,Frosya,
,,,,,,,,Gavrie,
,,,,,,,,Galateya,
,,,,,,,,Gavrila,
,,,,,,,,Graziya,
,,,,,,,,Gennadiy,
,,,,,,,,Hristina,
,,,,,,,,Gitfrid,
,,,,,,,,Hvala,
,,,,,,,,Gogol,
,,,,,,,,Ippolita,
,,,,,,,,Gordei,
,,,,,,,,Irada,
,,,,,,,,Gorky,
,,,,,,,,Izotova,
,,,,,,,,Gretzky,
,,,,,,,,Karol,
,,,,,,,,Herahd,
,,,,,,,,Kavya,
,,,,,,,,Hleb,
,,,,,,,,Khionia,
,,,,,,,,Ihar,
,,,,,,,,Khioniya,
,,,,,,,,Ilia,
,,,,,,,,Kondratya,
,,,,,,,,Iouri,
,,,,,,,,Ksanochka,
,,,,,,,,Ipatiy,
,,,,,,,,Kseniya,
,,,,,,,,Ivano,
,,,,,,,,Kupava,
,,,,,,,,Izyaslav,
,,,,,,,,Lubava,
,,,,,,,,Kharald,
,,,,,,,,Lumira,
,,,,,,,,Khariton,
,,,,,,,,Lyubava,
,,,,,,,,Kotik,
,,,,,,,,Lyubochka,
,,,,,,,,Kupriyan,
,,,,,,,,Maksima,
,,,,,,,,Laur,
,,,,,,,,Marinka,
,,,,,,,,Leonti,
,,,,,,,,Matryona,
,,,,,,,,Magar,
,,,,,,,,Mavra,
,,,,,,,,Makariy,
,,,,,,,,Medeya,
,,,,,,,,Manuil,
,,,,,,,,Militsa,
,,,,,,,,Mavriki,
,,,,,,,,Nadenka,
,,,,,,,,Nafanail,
,,,,,,,,Nadie,
,,,,,,,,Naum,
,,,,,,,,Naina,
,,,,,,,,Nifont,
,,,,,,,,Nastasia,
,,,,,,,,Nikifor,
,,,,,,,,Nastenka,
,,,,,,,,Onisim,
,,,,,,,,Nikolina,
,,,,,,,,Ostap,
,,,,,,,,Ninotchka,
,,,,,,,,Pafnuty,
,,,,,,,,Oksinya,
,,,,,,,,Palasha,
,,,,,,,,Olene,
,,,,,,,,Parasha,
,,,,,,,,Olien,
,,,,,,,,Prokopiy,
,,,,,,,,Pelagia,
,,,,,,,,Radimir,
,,,,,,,,Roksana,
,,,,,,,,Rafail,
,,,,,,,,Rozaliya,
,,,,,,,,Rakhil,
,,,,,,,,Savvina,
,,,,,,,,Rodoslav,
,,,,,,,,Sezja,
,,,,,,,,Savya,
,,,,,,,,Shura,
,,,,,,,,Slavka,
,,,,,,,,Stefaniya,
,,,,,,,,Timka,
,,,,,,,,Taneya,
,,,,,,,,Vadik,
,,,,,,,,Tashina,
,,,,,,,,Valka,
,,,,,,,,Uljana,
,,,,,,,,Vanyusha,
,,,,,,,,Varlaam,
,,,,,,,,Vasilik,
,,,,,,,,Vasilina,
,,,,,,,,Vasiliy,
,,,,,,,,Vilhemina,
,,,,,,,,Vaslek,
,,,,,,,,Vladislava,
,,,,,,,,Vatslav,
,,,,,,,,Vladlena,
,,,,,,,,Venedikt,
,,,,,,,,Yagoda,
,,,,,,,,Venka,
,,,,,,,,Yaroslava,
,,,,,,,,Venya,
,,,,,,,,Yevdokia,
,,,,,,,,Vissarion,
,,,,,,,,Yevdokiya,
,,,,,,,,Xenuk,
,,,,,,,,Yevgeniya,
,,,,,,,,Yerofey,
,,,,,,,,Yulija,
,,,,,,,,Yuliy,
,,,,,,,,Yuridiana,
,,,,,,,,Yvor,
,,,,,,,,Zemfira,
,,,,,,,,Zaliv,
,,,,,,,,Zoyechka,
,,,,,,,,Zinoviy,
